,enrollee_id,city_development_index,experience,company_size,last_new_job,training_hours,target
10119,3338,0.893,12,2,4,11,0.0
10124,24075,0.624,6,2,3,56,1.0
10128,3174,0.91,9,1,2,324,0.0
10129,21559,0.924,7,4,2,184,0.0
10131,9759,0.855,2,0,1,49,0.0
10132,10617,0.895,15,2,1,56,0.0
10133,5028,0.92,21,1,5,98,0.0
10134,25245,0.624,12,2,1,6,0.0
10136,10547,0.624,5,2,1,32,0.0
10137,30087,0.624,1,5,1,58,1.0
10138,25201,0.895,6,1,2,73,0.0
10139,27210,0.92,21,3,1,21,0.0
10140,5231,0.899,13,4,1,20,0.0
10141,13797,0.92,5,1,1,56,0.0
10142,24828,0.92,21,6,5,6,0.0
10143,25254,0.624,2,1,1,4,1.0
10144,7843,0.939,13,7,1,54,1.0
10145,20208,0.92,7,3,1,57,0.0
10146,31032,0.926,21,5,3,1,0.0
10147,31960,0.91,5,5,1,50,0.0
10148,30247,0.92,13,4,5,10,0.0
10149,19036,0.91,1,4,1,46,0.0
10150,18408,0.926,20,3,2,4,0.0
10151,32658,0.926,15,2,1,94,0.0
10155,8059,0.913,7,3,1,18,0.0
10157,3272,0.924,21,3,5,39,0.0
10158,10484,0.92,21,6,1,15,0.0
10159,22820,0.897,6,7,0,50,0.0
10160,21640,0.895,9,1,1,89,0.0
10161,32986,0.682,6,3,1,45,0.0
10162,7538,0.762,10,6,1,122,0.0
10163,19084,0.884,5,1,1,87,0.0
10164,15716,0.924,0,3,1,40,0.0
10166,15499,0.926,19,0,1,130,0.0
10169,3643,0.913,21,0,5,3,0.0
10170,31670,0.92,21,7,1,20,0.0
10171,111,0.92,7,5,3,25,0.0
10174,20393,0.55,6,4,1,23,1.0
10176,18592,0.926,10,7,0,44,0.0
10177,22583,0.624,10,7,2,9,1.0
10181,28704,0.897,13,7,0,73,0.0
10182,24001,0.698,21,5,5,54,0.0
10183,2884,0.7759999999999999,10,2,1,33,1.0
10185,3480,0.92,5,7,1,21,0.0
10187,21427,0.926,8,2,2,242,0.0
10189,11959,0.848,15,3,1,19,0.0
10190,20994,0.897,5,7,3,162,0.0
10191,3514,0.91,9,7,1,8,0.0
10192,33125,0.92,11,1,1,24,0.0
10194,7831,0.743,9,3,3,51,0.0
10196,1951,0.579,5,2,1,89,1.0
10198,872,0.92,14,3,1,18,0.0
10201,24657,0.727,2,2,1,42,0.0
10202,20441,0.884,8,3,1,67,0.0
10203,28196,0.926,13,7,1,51,0.0
10204,19312,0.92,19,4,5,46,0.0
10207,30845,0.624,8,2,2,102,1.0
10209,27931,0.92,4,1,1,69,0.0
10212,19212,0.92,10,6,1,118,0.0
10213,7941,0.925,16,2,5,206,0.0
10214,30279,0.92,5,2,1,42,0.0
10216,25742,0.926,21,0,5,14,0.0
10217,14179,0.92,9,6,2,78,1.0
10220,11772,0.804,11,5,1,15,1.0
10221,18386,0.624,0,2,1,95,1.0
10222,4580,0.624,9,1,1,79,1.0
10224,30266,0.698,1,3,0,15,0.0
10225,15495,0.926,10,5,1,62,0.0
10227,27631,0.926,8,1,0,50,1.0
10229,16616,0.926,11,3,1,82,0.0
10230,3315,0.926,16,0,1,31,0.0
10232,16221,0.804,21,4,5,168,0.0
10233,15749,0.897,4,6,1,130,0.0
10235,24692,0.727,5,5,1,48,0.0
10236,32011,0.92,13,7,2,84,0.0
10237,20674,0.925,21,2,5,116,0.0
10238,22852,0.866,15,3,3,14,0.0
10239,7934,0.804,3,3,1,76,0.0
10240,30625,0.579,2,2,1,4,1.0
10241,4233,0.92,21,2,2,50,0.0
10243,16378,0.836,5,7,1,58,0.0
10247,3988,0.92,21,5,1,72,0.0
10248,24186,0.624,1,5,0,128,1.0
10249,11455,0.624,13,7,3,53,1.0
10250,1875,0.624,16,0,1,30,1.0
10253,17951,0.855,15,4,0,334,0.0
10256,12562,0.74,6,1,2,136,1.0
10257,5783,0.802,18,3,2,50,0.0
10258,1932,0.924,5,3,1,126,0.0
10260,2407,0.91,10,7,1,20,0.0
10262,20394,0.624,17,3,3,42,0.0
10263,25646,0.91,5,2,1,37,1.0
10265,15664,0.893,12,3,5,109,0.0
10266,26316,0.624,14,6,1,87,1.0
10267,25527,0.923,21,3,1,26,0.0
10268,8704,0.92,21,7,3,54,0.0
10269,11110,0.802,11,4,1,20,0.0
10271,3724,0.92,21,5,5,70,0.0
10272,22898,0.926,17,3,5,19,0.0
10273,27839,0.913,11,2,2,62,0.0
10274,8194,0.855,8,2,2,24,0.0
10276,914,0.91,8,3,5,87,0.0
10277,19506,0.926,11,6,1,22,0.0
10278,1766,0.92,19,7,5,294,0.0
10279,26472,0.926,12,3,2,91,0.0
10280,5638,0.698,13,2,0,131,0.0
10281,9360,0.887,7,5,5,124,0.0
10283,20190,0.802,10,3,5,73,0.0
10284,6350,0.92,15,3,1,46,0.0
10285,19308,0.939,21,0,2,65,0.0
10286,30140,0.624,5,2,1,7,1.0
10287,18624,0.624,10,6,1,286,1.0
10288,7744,0.89,7,2,1,31,0.0
10289,14723,0.5579999999999999,4,0,1,87,0.0
10290,2200,0.624,3,2,2,88,0.0
10292,31088,0.624,1,0,1,7,0.0
10293,13401,0.802,6,5,1,141,0.0
10294,19440,0.55,2,2,1,97,1.0
10297,19628,0.555,8,0,0,12,0.0
10298,10088,0.855,6,7,1,84,0.0
10299,3873,0.624,8,1,2,84,1.0
10304,2901,0.924,6,2,1,12,0.0
10306,3719,0.926,4,2,2,12,0.0
10307,31846,0.92,7,7,1,22,0.0
10310,2288,0.913,13,2,2,72,1.0
10312,1359,0.92,21,1,2,308,0.0
10314,7984,0.802,10,3,0,42,0.0
10315,11074,0.92,21,7,3,36,0.0
10316,6437,0.92,4,6,2,6,0.0
10317,14256,0.92,2,1,1,52,0.0
10318,9869,0.926,8,2,2,53,0.0
10320,30778,0.92,21,2,4,28,0.0
10323,11989,0.897,21,6,5,43,0.0
10324,25055,0.926,3,7,2,14,0.0
10325,6973,0.923,19,4,5,31,0.0
10326,23744,0.925,21,1,5,102,0.0
10327,31350,0.91,21,7,1,77,0.0
10329,19940,0.698,9,2,5,20,0.0
10331,6075,0.92,15,3,3,50,0.0
10333,22011,0.843,15,0,5,59,0.0
10334,16259,0.903,12,0,3,54,1.0
10339,4861,0.512,13,2,1,51,1.0
10340,23062,0.924,7,5,0,19,0.0
10341,30599,0.92,18,2,4,45,0.0
10343,32993,0.91,18,2,5,52,0.0
10346,17410,0.698,9,3,2,48,0.0
10348,10972,0.92,18,7,3,57,0.0
10349,13169,0.887,12,1,1,100,0.0
10351,411,0.92,21,4,5,25,0.0
10352,2233,0.624,0,0,1,104,1.0
10353,17473,0.624,16,5,2,96,0.0
10354,26952,0.91,5,4,5,6,0.0
10355,26745,0.897,5,2,1,9,0.0
10357,13625,0.924,10,0,2,144,0.0
10358,9452,0.92,17,7,2,28,0.0
10359,8227,0.92,10,5,1,57,0.0
10361,27954,0.91,13,5,1,178,0.0
10364,29286,0.925,13,5,1,39,0.0
10365,13510,0.897,10,1,5,2,0.0
10366,5385,0.92,21,7,5,10,0.0
10367,10914,0.92,3,2,2,39,0.0
10368,31120,0.624,21,5,5,4,0.0
10369,30828,0.939,11,1,1,46,0.0
10370,8717,0.92,3,3,3,106,1.0
10372,23681,0.92,5,2,1,3,0.0
10373,16476,0.624,0,2,5,78,1.0
10374,28557,0.92,8,1,1,23,0.0
10375,14079,0.92,11,3,2,34,1.0
10376,3946,0.92,18,7,1,2,0.0
10378,7586,0.92,14,5,4,150,0.0
10379,12573,0.897,9,3,1,5,0.0
10380,5451,0.754,6,1,1,160,0.0
10381,19562,0.897,8,0,1,84,0.0
10382,17187,0.698,0,3,1,56,0.0
10385,8275,0.624,6,2,5,161,0.0
10386,21424,0.624,6,5,1,68,1.0
10387,1109,0.926,21,3,5,72,0.0
10388,32358,0.836,21,1,1,60,0.0
10389,11487,0.91,14,0,2,262,0.0
10390,5914,0.843,8,3,3,33,0.0
10391,23946,0.92,2,2,1,220,0.0
10392,20442,0.925,7,3,1,20,0.0
10393,16674,0.926,11,2,3,80,0.0
10394,1919,0.698,4,1,1,334,0.0
10396,13588,0.843,5,1,1,10,0.0
10397,13620,0.624,0,1,4,146,0.0
10398,2276,0.855,13,2,1,94,0.0
10399,18380,0.624,14,7,5,28,0.0
10401,19463,0.448,5,7,2,36,0.0
10402,6614,0.698,20,2,2,132,0.0
10405,24636,0.754,2,3,1,38,0.0
10406,5629,0.624,6,0,1,111,1.0
10407,33220,0.754,14,7,2,288,0.0
10408,20350,0.624,5,2,1,134,0.0
10409,20420,0.897,6,3,1,158,0.0
10410,24002,0.6890000000000001,10,2,1,52,0.0
10412,856,0.767,2,1,1,36,0.0
10413,21521,0.926,21,5,0,59,0.0
10414,19663,0.624,4,2,1,64,1.0
10416,15149,0.92,3,2,2,107,1.0
10419,7735,0.913,4,2,1,222,0.0
10420,25307,0.624,7,3,2,162,1.0
10421,29377,0.926,14,2,0,22,1.0
10422,26521,0.682,7,2,1,73,0.0
10423,33078,0.624,10,3,1,22,1.0
10424,9779,0.8959999999999999,21,6,5,18,0.0
10425,5657,0.8270000000000001,21,6,5,16,0.0
10427,17196,0.802,8,5,1,13,0.0
10428,22960,0.8959999999999999,7,0,0,77,0.0
10430,16456,0.624,12,2,0,10,0.0
10431,12269,0.92,16,1,1,65,0.0
10432,12161,0.899,0,2,1,50,0.0
10433,4235,0.887,16,2,1,212,1.0
10435,23975,0.939,13,6,1,161,0.0
10436,28402,0.91,15,7,1,53,0.0
10437,417,0.924,6,1,3,150,0.0
10438,19254,0.92,20,7,5,22,0.0
10440,6856,0.926,8,6,1,210,0.0
10442,33332,0.64,11,3,2,176,0.0
10444,10904,0.91,11,2,3,43,0.0
10445,23731,0.926,9,7,1,92,0.0
10448,29405,0.92,15,1,1,15,0.0
10450,18919,0.91,10,4,1,28,0.0
10451,20937,0.924,14,7,1,53,0.0
10452,17298,0.897,4,7,1,47,0.0
10454,12673,0.893,8,3,5,110,0.0
10455,4895,0.804,15,3,5,42,0.0
10456,7655,0.624,6,7,2,42,1.0
10457,22285,0.92,21,3,5,11,0.0
10458,20040,0.645,7,3,5,19,0.0
10459,1364,0.92,20,3,3,39,0.0
10460,27466,0.92,16,2,2,50,0.0
10461,21150,0.92,6,4,4,25,0.0
10462,30943,0.91,16,2,5,18,0.0
10463,29666,0.926,12,2,4,15,0.0
10464,2918,0.855,13,4,4,70,0.0
10466,21964,0.939,21,1,5,33,0.0
10468,293,0.92,10,2,3,15,0.0
10470,4665,0.924,5,2,1,61,0.0
10474,33184,0.624,6,5,1,75,0.0
10475,27369,0.924,5,3,1,16,0.0
10477,15673,0.91,6,6,1,7,0.0
10479,8789,0.92,21,3,2,48,0.0
10480,24792,0.92,1,0,1,200,0.0
10481,30413,0.91,2,7,0,58,0.0
10483,2992,0.878,5,3,1,26,0.0
10485,33032,0.7879999999999999,11,2,5,48,0.0
10486,20868,0.924,9,3,1,11,1.0
10487,5776,0.939,14,5,2,12,0.0
10488,31101,0.939,21,4,1,10,0.0
10489,29986,0.856,11,3,2,94,0.0
10490,10502,0.83,9,3,2,278,0.0
10491,12973,0.926,5,2,2,51,0.0
10492,1594,0.698,11,1,5,89,0.0
10494,23145,0.92,3,7,1,52,0.0
10495,4585,0.939,21,0,5,24,0.0
10496,18096,0.92,2,0,1,17,0.0
10497,6754,0.949,6,5,5,127,0.0
10498,25356,0.91,5,7,1,198,0.0
10499,30516,0.92,5,1,5,94,0.0
10500,15614,0.91,21,3,2,17,0.0
10501,9215,0.55,5,2,4,19,1.0
10502,28761,0.92,10,1,3,52,0.0
10503,28667,0.92,1,3,1,55,0.0
10505,19808,0.91,7,3,1,29,0.0
10507,2559,0.899,21,0,1,135,0.0
10511,5990,0.624,5,1,2,5,1.0
10512,30172,0.939,10,6,2,11,0.0
10514,18279,0.682,5,2,1,14,0.0
10515,3856,0.91,14,2,1,32,0.0
10516,3393,0.92,9,3,2,47,0.0
10517,25907,0.926,4,3,3,40,0.0
10518,12377,0.855,21,3,5,66,0.0
10519,32806,0.624,3,3,2,78,1.0
10520,8118,0.939,8,2,3,128,0.0
10521,29936,0.92,2,2,2,33,0.0
10522,14565,0.923,12,3,1,105,0.0
10523,31890,0.92,4,2,1,28,0.0
10526,26529,0.91,2,2,1,90,0.0
10527,12964,0.624,17,7,3,134,1.0
10529,5360,0.926,12,6,2,13,0.0
10530,23945,0.92,21,3,5,224,0.0
10532,21834,0.92,7,7,1,86,0.0
10535,13355,0.884,1,7,1,17,0.0
10536,11209,0.92,8,7,2,17,0.0
10537,17391,0.624,2,1,2,89,0.0
10538,1084,0.92,3,7,1,222,0.0
10539,18644,0.939,11,1,5,84,0.0
10540,33079,0.923,11,5,1,44,0.0
10541,600,0.92,19,2,1,292,0.0
10542,16842,0.92,9,3,1,52,0.0
10543,6198,0.887,13,1,1,222,1.0
10546,27907,0.92,10,6,1,20,0.0
10548,805,0.91,21,3,2,78,0.0
10549,7886,0.884,11,2,1,120,0.0
10550,13413,0.624,4,4,3,4,0.0
10552,19675,0.624,11,7,1,17,1.0
10555,22729,0.624,3,3,1,24,0.0
10557,23004,0.92,4,2,2,125,0.0
10559,7943,0.856,3,0,2,4,0.0
10560,28430,0.92,3,0,0,55,0.0
10561,20655,0.624,10,5,0,51,1.0
10562,11575,0.926,21,3,5,12,0.0
10563,9615,0.625,14,0,0,188,0.0
10564,22252,0.924,16,7,0,74,0.0
10566,11832,0.893,14,3,1,34,0.0
10567,27258,0.884,9,3,0,180,0.0
10569,29901,0.92,21,3,4,42,0.0
10571,31312,0.91,21,3,1,21,0.0
10572,14974,0.92,5,3,1,50,0.0
10573,29503,0.802,21,4,2,158,0.0
10574,4990,0.836,19,2,5,65,0.0
10576,28264,0.887,1,6,1,110,0.0
10577,29380,0.92,21,6,3,7,0.0
10580,32927,0.884,9,2,3,166,0.0
10581,13725,0.91,21,2,1,51,0.0
10582,9432,0.949,21,5,5,165,0.0
10583,10713,0.855,7,1,1,22,0.0
10584,4812,0.91,17,0,5,128,0.0
10585,609,0.92,10,3,1,43,0.0
10588,806,0.91,10,3,2,38,0.0
10591,5450,0.91,15,3,1,47,0.0
10593,4982,0.92,11,3,1,46,0.0
10594,6125,0.92,4,3,1,22,0.0
10596,13115,0.897,8,4,1,14,0.0
10598,5761,0.8959999999999999,6,7,1,109,0.0
10599,15643,0.91,17,7,4,61,0.0
10600,19733,0.624,16,4,5,204,0.0
10601,20528,0.897,5,7,1,134,0.0
10602,18520,0.836,19,1,4,20,0.0
10604,24877,0.92,21,7,5,53,0.0
10605,18065,0.91,21,4,4,20,0.0
10606,10545,0.939,14,5,5,112,0.0
10609,13860,0.92,9,2,2,154,0.0
10611,20512,0.624,0,3,1,58,1.0
10612,32992,0.91,19,1,2,74,0.0
10613,12984,0.926,21,7,5,154,0.0
10614,7389,0.884,20,1,1,155,1.0
10618,13077,0.91,8,5,5,268,0.0
10619,17441,0.887,6,2,2,104,0.0
10620,7944,0.738,7,0,1,48,1.0
10621,17014,0.855,10,7,3,14,0.0
10622,31408,0.836,16,4,5,26,0.0
10625,20223,0.92,3,7,0,10,1.0
10626,4640,0.91,15,0,3,58,0.0
10627,13701,0.91,2,3,1,66,0.0
10628,2265,0.624,15,7,5,5,0.0
10630,24285,0.624,5,2,1,16,1.0
10631,8490,0.8270000000000001,21,5,5,70,0.0
10632,17116,0.92,5,3,1,14,0.0
10635,9825,0.92,4,7,1,19,0.0
10636,1909,0.624,8,2,4,114,1.0
10638,16693,0.92,15,7,5,33,0.0
10640,28994,0.926,9,5,0,152,0.0
10641,3861,0.92,11,3,2,98,0.0
10642,9391,0.926,7,7,1,2,0.0
10646,10477,0.698,6,4,1,82,0.0
10648,1409,0.92,13,2,4,84,0.0
10649,2710,0.91,10,7,2,12,0.0
10650,2109,0.924,4,0,1,8,0.0
10653,8052,0.913,5,3,1,40,0.0
10654,2783,0.55,4,1,1,78,1.0
10655,22710,0.624,7,2,2,140,1.0
10657,11220,0.92,13,4,1,80,0.0
10658,23923,0.802,21,1,4,37,0.0
10660,20055,0.91,12,3,4,10,0.0
10665,10601,0.924,21,3,4,92,0.0
10666,5155,0.92,6,0,1,37,0.0
10667,20293,0.91,21,7,5,35,1.0
10668,19858,0.899,5,7,1,84,0.0
10670,20481,0.624,5,1,0,24,1.0
10671,2958,0.92,9,1,1,18,1.0
10672,5645,0.624,7,3,1,48,0.0
10673,3507,0.91,21,3,5,77,0.0
10674,31004,0.92,7,2,5,31,0.0
10675,496,0.92,12,3,2,74,0.0
10676,19482,0.91,21,2,5,24,1.0
10677,15692,0.897,8,1,1,8,0.0
10678,2702,0.926,6,5,1,34,0.0
10679,1029,0.92,3,2,1,90,0.0
10680,8918,0.698,5,1,2,46,0.0
10681,26300,0.698,5,3,2,112,0.0
10685,22309,0.92,21,7,4,40,0.0
10686,19709,0.926,10,1,5,21,0.0
10688,17935,0.682,9,5,3,28,0.0
10690,11253,0.92,5,7,1,156,0.0
10691,33020,0.92,7,4,5,24,0.0
10694,9100,0.913,13,5,1,108,0.0
10695,14633,0.884,14,2,1,37,0.0
10696,5621,0.738,9,3,3,56,0.0
10697,32603,0.804,21,0,1,39,0.0
10698,16793,0.92,8,2,1,10,0.0
10699,4721,0.903,4,4,1,73,0.0
10700,13283,0.92,6,7,5,70,0.0
10701,19274,0.939,5,2,2,112,0.0
10702,16497,0.624,2,1,2,80,1.0
10704,25883,0.924,13,2,1,48,1.0
10705,20310,0.92,2,3,1,99,0.0
10706,19157,0.92,7,7,1,30,1.0
10707,1802,0.92,16,4,2,48,0.0
10708,32331,0.913,6,7,1,170,0.0
10709,3451,0.924,10,1,1,13,0.0
10711,26972,0.92,5,6,1,34,0.0
10713,25846,0.925,16,3,5,67,0.0
10714,29197,0.92,13,3,4,32,0.0
10715,13897,0.92,5,1,1,17,1.0
10716,11688,0.878,10,0,0,51,1.0
10717,2306,0.83,8,2,3,27,0.0
10718,1124,0.92,6,7,5,56,1.0
10719,2313,0.923,21,2,5,14,0.0
10721,1018,0.624,11,3,1,76,1.0
10723,30782,0.92,21,4,5,10,0.0
10724,13848,0.795,0,2,1,10,0.0
10726,8114,0.84,9,6,5,33,0.0
10727,10261,0.92,4,5,1,84,0.0
10729,19852,0.924,21,7,5,63,0.0
10730,13546,0.91,12,2,5,41,0.0
10732,6207,0.92,9,7,1,36,0.0
10733,8389,0.925,5,2,1,22,0.0
10734,16887,0.92,21,3,1,21,0.0
10736,26979,0.92,5,1,3,44,1.0
10737,317,0.92,21,7,1,105,0.0
10738,23563,0.743,6,6,2,102,1.0
10740,5859,0.895,15,4,1,192,0.0
10741,23622,0.926,21,7,4,25,1.0
10742,21973,0.754,19,2,4,74,0.0
10745,17172,0.624,2,0,1,65,0.0
10748,8295,0.855,9,5,2,114,0.0
10750,3119,0.802,8,2,1,19,0.0
10751,10187,0.92,4,3,1,72,0.0
10752,32700,0.624,3,1,1,66,1.0
10754,30490,0.624,1,0,1,24,0.0
10755,32039,0.92,6,7,1,6,0.0
10756,27831,0.926,3,5,1,242,0.0
10757,16238,0.624,7,7,0,43,1.0
10758,29297,0.624,8,2,1,58,1.0
10761,32899,0.925,6,2,1,270,1.0
10763,16409,0.624,6,3,1,35,1.0
10764,4041,0.926,21,2,5,25,0.0
10765,25756,0.92,21,2,5,101,0.0
10766,1151,0.926,11,2,1,15,0.0
10767,32061,0.804,14,3,1,78,0.0
10768,4722,0.926,6,4,0,106,0.0
10769,31479,0.924,8,7,1,42,0.0
10770,12201,0.698,14,0,5,26,0.0
10771,18742,0.624,3,1,1,101,1.0
10772,12893,0.897,3,7,1,5,0.0
10773,26960,0.92,6,6,2,9,0.0
10776,7924,0.738,6,3,1,25,0.0
10777,24552,0.884,15,3,5,16,0.0
10778,28601,0.624,6,5,1,60,0.0
10779,6396,0.92,21,5,1,51,0.0
10781,1269,0.913,12,2,5,11,0.0
10783,6169,0.624,6,7,1,74,0.0
10784,30459,0.92,11,2,1,72,0.0
10785,15752,0.92,7,7,1,41,0.0
10786,5147,0.92,21,3,2,20,1.0
10787,10534,0.855,17,7,1,316,0.0
10788,3569,0.92,21,4,4,60,0.0
10790,15167,0.92,6,6,1,16,0.0
10791,8552,0.92,8,3,1,31,0.0
10792,7397,0.92,19,5,5,101,0.0
10794,24653,0.92,7,1,1,43,0.0
10795,3585,0.92,9,3,1,144,0.0
10796,1122,0.762,17,6,2,27,0.0
10797,17847,0.624,4,5,1,28,0.0
10798,31126,0.691,4,1,1,55,1.0
10799,19457,0.624,2,1,1,75,0.0
10800,9522,0.897,2,3,1,145,1.0
10801,19339,0.624,3,1,1,67,1.0
10802,3998,0.949,9,0,1,59,0.0
10803,24658,0.92,21,3,1,26,0.0
10804,28714,0.926,8,2,1,2,0.0
10805,12698,0.645,21,3,5,9,0.0
10806,12390,0.624,10,7,2,4,1.0
10807,21866,0.913,12,3,0,262,0.0
10808,421,0.855,14,2,5,48,0.0
10809,27110,0.802,8,6,0,196,1.0
10811,31373,0.843,8,2,1,246,0.0
10812,26605,0.92,21,1,5,45,0.0
10813,20733,0.91,10,7,5,47,0.0
10815,13501,0.698,7,5,5,11,0.0
10816,15119,0.92,5,1,5,11,0.0
10817,30444,0.92,12,2,5,16,0.0
10818,20494,0.92,8,2,5,57,1.0
10819,18126,0.802,16,4,5,48,0.0
10820,7234,0.91,21,0,1,89,0.0
10821,15490,0.6659999999999999,21,3,2,24,0.0
10822,31997,0.804,13,5,1,41,0.0
10823,15191,0.92,6,2,1,4,0.0
10825,4986,0.899,21,2,1,6,0.0
10826,4759,0.624,4,3,1,12,1.0
10827,19646,0.91,1,6,0,6,0.0
10828,33059,0.624,9,2,1,56,1.0
10830,7627,0.92,20,3,5,17,0.0
10831,33075,0.897,9,0,1,47,0.0
10835,6781,0.698,21,6,5,10,0.0
10839,22523,0.92,21,4,1,44,0.0
10842,14756,0.624,10,2,2,4,0.0
10843,3725,0.92,21,0,4,10,0.0
10844,13177,0.7759999999999999,4,5,0,54,1.0
10851,27519,0.74,10,6,4,126,0.0
10852,2563,0.767,20,5,1,48,0.0
10854,15988,0.91,6,7,1,48,0.0
10855,28491,0.92,10,2,4,36,0.0
10856,6015,0.92,21,5,1,54,0.0
10857,30093,0.855,0,3,1,12,1.0
10858,18223,0.92,7,7,4,14,0.0
10859,31447,0.624,9,5,0,8,1.0
10862,20391,0.55,6,2,1,60,1.0
10865,13481,0.949,4,4,0,53,0.0
10866,12765,0.897,13,4,5,31,0.0
10867,1935,0.926,9,3,1,40,0.0
10871,14742,0.624,0,0,2,152,0.0
10873,18852,0.926,2,1,2,59,0.0
10874,19039,0.897,3,1,1,15,0.0
10876,23044,0.897,8,3,1,35,0.0
10877,9256,0.878,17,1,5,43,0.0
10878,7288,0.855,8,3,1,34,0.0
10881,2544,0.855,18,5,5,48,0.0
10883,22067,0.92,19,7,5,107,0.0
10884,23206,0.92,20,6,5,11,0.0
10885,6773,0.926,21,3,5,13,1.0
10886,18695,0.91,4,5,1,160,0.0
10888,6961,0.92,5,7,2,161,0.0
10889,29157,0.92,21,7,2,102,0.0
10890,29824,0.698,7,3,2,7,0.0
10893,9610,0.802,15,2,1,112,0.0
10894,15031,0.924,3,2,1,8,0.0
10896,10869,0.802,3,0,2,64,0.0
10898,25651,0.738,2,3,1,5,0.0
10899,3838,0.878,21,3,5,22,0.0
10900,9079,0.743,14,3,1,84,0.0
10901,877,0.92,9,3,1,167,0.0
10902,20292,0.92,15,7,2,64,0.0
10903,9642,0.624,6,7,1,45,0.0
10904,24706,0.92,21,0,1,88,0.0
10906,10715,0.91,2,2,1,56,0.0
10907,25743,0.92,21,1,5,37,0.0
10908,2932,0.855,6,1,2,146,0.0
10909,26041,0.92,10,7,1,28,0.0
10910,29418,0.92,5,5,1,23,0.0
10911,32297,0.92,13,3,5,5,0.0
10913,11453,0.926,21,0,5,214,0.0
10914,8428,0.92,3,2,1,58,1.0
10915,19022,0.91,17,0,2,174,0.0
10916,121,0.92,9,5,1,6,0.0
10917,24004,0.579,3,3,3,60,0.0
10918,16401,0.698,3,0,2,6,0.0
10920,7641,0.5579999999999999,4,2,1,8,0.0
10921,11529,0.89,9,0,1,73,1.0
10923,11827,0.923,14,2,1,72,0.0
10926,2359,0.939,4,3,1,135,0.0
10927,6788,0.855,7,7,2,102,0.0
10928,3663,0.92,21,4,5,86,0.0
10932,8274,0.794,4,3,3,52,0.0
10933,5164,0.926,21,5,5,28,0.0
10934,11969,0.624,13,7,5,40,0.0
10935,2590,0.926,15,5,5,75,0.0
10936,22810,0.624,5,2,2,28,0.0
10937,25175,0.91,3,3,3,20,0.0
10939,26072,0.926,11,5,1,14,0.0
10940,14299,0.92,2,7,1,24,0.0
10942,31689,0.924,10,3,1,55,0.0
10943,9314,0.913,7,3,1,21,0.0
10944,31865,0.754,13,1,2,54,0.0
10945,9854,0.754,9,3,1,11,0.0
10947,9191,0.878,12,2,1,152,0.0
10948,32816,0.624,10,3,4,40,1.0
10950,20502,0.866,9,1,5,206,0.0
10952,23316,0.7759999999999999,21,1,1,15,0.0
10953,9625,0.92,21,3,5,67,0.0
10956,14164,0.91,8,3,1,164,0.0
10957,8475,0.682,3,7,0,66,0.0
10959,27375,0.624,12,4,5,330,0.0
10960,27037,0.92,8,2,2,19,0.0
10963,1375,0.899,6,4,1,23,0.0
10964,453,0.624,5,7,1,24,1.0
10968,450,0.898,21,2,5,146,0.0
10969,4594,0.743,14,3,4,47,0.0
10970,3088,0.92,21,3,1,11,1.0
10975,17606,0.926,7,0,2,77,0.0
10977,4224,0.899,13,4,1,50,0.0
10978,13258,0.698,11,0,5,3,0.0
10979,30085,0.92,16,3,1,70,0.0
10981,19738,0.913,21,5,5,64,0.0
10982,14605,0.91,6,6,1,94,0.0
10984,1158,0.92,10,3,4,101,0.0
10985,418,0.878,16,6,2,35,0.0
10986,20810,0.91,14,1,3,42,0.0
10988,16733,0.897,0,0,1,32,0.0
10991,9818,0.926,12,0,2,24,0.0
10993,1341,0.92,3,7,1,31,0.0
10994,28633,0.624,8,3,2,41,1.0
10995,26672,0.92,17,5,3,17,0.0
10996,21837,0.624,9,1,5,39,1.0
10998,24367,0.897,16,2,5,46,0.0
11000,18927,0.92,16,7,5,47,0.0
11001,5768,0.926,12,2,5,94,0.0
11002,23020,0.92,8,2,2,40,0.0
11004,13404,0.924,21,7,4,242,0.0
11005,2400,0.926,14,3,1,32,1.0
11007,9044,0.624,5,0,0,184,0.0
11008,10444,0.624,6,2,1,92,1.0
11009,29677,0.939,18,5,1,196,0.0
11010,17596,0.895,4,3,2,26,0.0
11012,28458,0.91,21,3,3,57,0.0
11014,16876,0.92,15,3,3,3,0.0
11016,2754,0.754,9,4,2,128,0.0
11017,10349,0.742,5,2,0,157,0.0
11018,4154,0.743,9,3,1,146,0.0
11019,154,0.754,13,1,1,31,0.0
11020,12685,0.887,6,3,1,61,0.0
11022,21337,0.624,7,3,3,24,0.0
11023,29436,0.925,5,2,4,224,0.0
11024,756,0.899,8,0,2,36,0.0
11026,3764,0.754,15,1,5,48,1.0
11028,27897,0.923,1,1,1,114,0.0
11030,22823,0.884,11,6,1,23,1.0
11032,8876,0.939,6,1,1,100,0.0
11034,17988,0.949,3,2,1,51,0.0
11038,26143,0.92,8,1,1,15,0.0
11039,14517,0.924,10,7,1,74,0.0
11041,23026,0.887,7,7,0,39,0.0
11042,32005,0.92,17,0,4,21,0.0
11046,17159,0.624,16,7,5,11,0.0
11048,22559,0.624,6,3,2,144,1.0
11050,7118,0.6659999999999999,16,3,5,18,1.0
11052,15684,0.727,6,1,1,43,0.0
11053,789,0.949,21,0,1,55,0.0
11054,19696,0.624,5,5,1,180,0.0
11055,31941,0.91,21,7,4,18,0.0
